ID	age	gender	party	eidretain	eidideology	treatment	respideol	distideol	educ
R_2EcR6i9T4tYx7WI	25-34	Female	Independent/Other	2	4	0	4	0	Some college
R_2EAdPn3nZkcVICz	45-54	Male	Not so strong Democrat	3	6	1	2	4	Bachelor's degree
R_YaB0MLRogIALqUh	25-34	Male	Not so strong Democrat	3	4	0	3	1	Bachelor's degree
R_1jyb6C3t3kwvCg7	25-34	Male	Strong Republican	3	7	1	6	1	Bachelor's degree
R_2zYF0zjMOum4SEy	55-64	Female	Strong Democrat	3	5	0	4	1	Associate degree
R_2z8eM2SFDqb2I5I	18-24	Male	Strong Democrat	3	3	0	2	1	Bachelor's degree
R_3rVwgLuj0TmXinI	18-24	Male	Independent/Other	3	4	0	4	0	HS diploma or the equivalent
R_3IQdCaHhOe6HOLn	35-44	Male	Independent/Other	2	6	1	4	2	Some college
R_AI0asU849bD6FiN	18-24	Male	Strong Democrat	2	6	1	1	5	Bachelor's degree
R_2tDnwSd3c0DD3nP	35-44	Male	Strong Republican	4	6	1	7	1	Bachelor's degree
R_1oGv9O19d06OMHO	45-54	Female	Strong Republican	2	3	0	7	4	Associate degree
R_3P6VMDGAc4Nq11b	25-34	Male	Not so strong Democrat	3	3	0	2	1	Bachelor's degree
R_SPJ3fW3j6Uy961z	35-44	Male	Not so strong Democrat	1	6	0	5	1	Some college
R_1C7lZiqh7PwJSxX	25-34	Male	Strong Democrat	1	7	1	1	6	Bachelor's degree
R_3rSx6LL68DTP2pg	35-44	Male	Strong Democrat	2	4	1	2	2	Bachelor's degree
R_OfHQsk1K7XYiLx7	35-44	Female	Not so strong Democrat	2	4	0	2	2	Master's degree
R_3nf2M95IjauxgcG	25-34	Male	Strong Democrat	2	4	0	4	0	Bachelor's degree
R_3JfPzA0Y3KZj2Ct	35-44	Female	Not so strong Democrat	2	6	1	1	5	Bachelor's degree
R_3miKrbCkPzV8h9L	25-34	Female	Not so strong Democrat	3	3	0	2	1	Some college
R_3dGOWTgYXyMhpfE	25-34	Female	Independent/Other	2	4	0	3	1	Some college
R_1g8Do4ew5ZhsTaT	25-34	Male	Democrat Leaner	2	3	0	3	0	Bachelor's degree
R_3MEZXaz6ZYAxjdD	45-54	Male	Not so strong Republican	2	2	0	6	4	Bachelor's degree
R_1oHVZRBXJWUBmny	45-54	Female	Democrat Leaner	2	5	1	2	3	Some college
R_1E6bQJv2UMNppcT	35-44	Male	Not so strong Republican	3	7	1	6	1	Bachelor's degree
R_2AT1YkcBT6K0RMw	25-34	Female	Strong Republican	3	6	0	7	1	HS diploma or the equivalent
R_2urYMgBlnBlT5CO	45-54	Male	Republican Leaner	2	4	0	6	2	Bachelor's degree
R_2eajOvyr2U8Rsla	18-24	Female	Democrat Leaner	2	5	1	2	3	Some college
R_33wf8WET2r5DoRn	25-34	Male	Republican Leaner	3	5	1	5	0	Professional or doctorate degree
R_3EyzwVNq0xJhn79	25-34	Male	Republican Leaner	4	4	0	4	0	HS diploma or the equivalent
R_3Eh6sPUF1C46vzf	25-34	Male	Not so strong Democrat	2	4	0	3	1	Some college
R_3fviw1jRjqo9K9o	35-44	Male	Not so strong Republican	4	6	1	5	1	Associate degree
R_Z4SiP5jD0oUCKnT	18-24	Male	Not so strong Democrat	1	7	1	3	4	HS diploma or the equivalent
R_2aPPmsJGojyEGGB	25-34	Female	Democrat Leaner	2	6	0	1	5	Some college
R_2c5T2YIYcu1fb5S	25-34	Female	Not so strong Democrat	2	4	0	1	3	Associate degree
R_1exvXAz1cetF880	25-34	Female	Democrat Leaner	1	6	1	2	4	Some college
R_2wgKSiougMvw2YO	45-54	Female	Not so strong Democrat	3	4	0	3	1	Master's degree
R_RRbUJW00uGTCt5D	25-34	Male	Strong Democrat	2	4	1	3	1	Bachelor's degree
R_PRLwLpUlgY8mPvP	45-54	Female	Not so strong Democrat	4	6	1	2	4	Associate degree
R_1mkrdhp66y1VDIV	25-34	Male	Strong Republican	2	4	0	6	2	Bachelor's degree
R_1rNwbi5L8jLNJP4	25-34	Male	Strong Democrat	2	5	1	2	3	Bachelor's degree
R_xhIdTg6ojSKdpqF	25-34	Female	Strong Democrat	1	6	1	4	2	Bachelor's degree
R_1JCIVDLibWofl6N	65-74	Female	Strong Democrat	3	4	0	2	2	Some college
R_26mxhKE5ZZwSTxe	18-24	Male	Independent/Other	3	6	1	4	2	Bachelor's degree
R_1jHCXS9jxsE5fhj	35-44	Female	Republican Leaner	3	5	1	4	1	HS diploma or the equivalent
R_e2IjalQZQmoYuuR	35-44	Female	Strong Democrat	2	4	0	2	2	Bachelor's degree
R_3ni6LMCuXgAtgVW	45-54	Male	Not so strong Democrat	2	5	1	3	2	Bachelor's degree
R_12hdn4Ewr9cKYPS	25-34	Male	Independent/Other	2	6	1	4	2	Bachelor's degree
R_vISzKmYdNEiqC6R	55-64	Female	Strong Democrat	3	4	1	5	1	HS diploma or the equivalent
R_0wHW40sPmxwfnLH	35-44	Male	Independent/Other	3	4	0	4	0	Some college
R_UWU8UwgGs3ngc2l	35-44	Male	Not so strong Republican	2	5	0	5	0	Bachelor's degree
R_1JPGFJhrtMl9cMH	18-24	Male	Independent/Other	2	3	0	4	1	Bachelor's degree
R_1hTtaStAmwSKvS5	25-34	Male	Not so strong Democrat	2	6	1	3	3	Bachelor's degree
R_1jIJFuASS0WeN3x	18-24	Male	Independent/Other	2	4	0	5	1	Some college
R_2R4bdC2KvdCuMtq	25-34	Female	Republican Leaner	2	4	0	4	0	Bachelor's degree
R_2b3RBRcvoePodxe	25-34	Male	Republican Leaner	3	2	0	3	1	Bachelor's degree
R_3DjpZZMHRYsowbU	18-24	Male	Strong Democrat	2	4	0	2	2	Some college
R_3LhULOokeotVnZh	25-34	Male	Democrat Leaner	2	6	0	1	5	Some college
R_etlyToxASjHXfWh	18-24	Male	Strong Democrat	2	5	1	2	3	Bachelor's degree
R_1PcJPYFUqC0uMKU	25-34	Female	Not so strong Republican	2	4	1	5	1	Bachelor's degree
R_24CAsrBfJbngiUn	25-34	Female	Not so strong Democrat	1	7	1	2	5	Associate degree
R_2Ui92hpbfsMySJY	18-24	Male	Not so strong Republican	3	4	1	7	3	Some college
R_1FOFjJ23e3x5EiC	18-24	Male	Strong Democrat	1	6	1	1	5	HS diploma or the equivalent
R_10HEHGRCckjimUK	25-34	Male	Republican Leaner	3	4	0	4	0	Bachelor's degree
R_3PM1KiVQrDWN9LQ	25-34	Male	Strong Republican	2	4	0	7	3	Bachelor's degree
R_263IEytLG80czrd	25-34	Male	Strong Democrat	1	7	1	1	6	Some college
R_1CD3Ey0XBjN3hCc	55-64	Male	Strong Democrat	1	6	1	1	5	Some college
R_3PLgHnSxFjMUyRf	35-44	Male	Not so strong Democrat	2	4	0	3	1	Some college
R_2YDooslQcLH6pHj	25-34	Male	Independent/Other	2	4	1	4	0	Some college
R_2V4rbSuBWlow8Pm	18-24	Female	Not so strong Democrat	2	4	1	2	2	Bachelor's degree
R_1eDI1NERscoctCs	35-44	Female	Not so strong Republican	3	4	0	7	3	Some college
R_2xWqrUE7LX4K4nT	45-54	Male	Strong Republican	3	6	1	6	0	Did not graduate from HS
R_pAUYcojsTlc2KUV	18-24	Female	Strong Democrat	3	4	1	5	1	HS diploma or the equivalent
R_1FyKMfXPjyK7O7J	25-34	Male	Republican Leaner	3	5	0	3	2	HS diploma or the equivalent
R_so0Uj7KTvV7bnfr	25-34	Male	Strong Democrat	3	4	0	1	3	Master's degree
R_3FK7Wptp7qDhmUJ	18-24	Male	Independent/Other	4	4	0	4	0	Some college
R_1OPMIIzXbAfkO9M	25-34	Male	Not so strong Republican	3	4	0	4	0	Bachelor's degree
R_2bTyT1NNqjdlXR7	25-34	Male	Not so strong Democrat	2	5	1	3	2	Bachelor's degree
R_AtfFIsbohwuRYwF	25-34	Male	Democrat Leaner	2	4	0	1	3	Some college
R_2CIZ10H5vW5Mza3	35-44	Male	Independent/Other	1	4	0	5	1	Master's degree
R_2dQQl7SUlB8trly	25-34	Male	Strong Democrat	2	6	1	2	4	Some college
R_1lgkz6Fnos5uD2h	25-34	Female	Not so strong Republican	2	2	0	6	4	Bachelor's degree
R_2CTcQqU9cVwAORe	35-44	Female	Independent/Other	1	4	1	5	1	Associate degree
R_1gHNIEXvbuL0RTc	18-24	Male	Democrat Leaner	2	4	1	1	3	Bachelor's degree
R_2PBRVsSDuyzWSmA	25-34	Female	Democrat Leaner	2	3	0	3	0	Bachelor's degree
R_r12L0rmft1FxUGt	25-34	Male	Democrat Leaner	2	5	1	2	3	Some college
R_1duasqP2GLkq9jC	18-24	Female	Democrat Leaner	1	6	1	2	4	Some college
R_cXQK9UDUhMZsgZr	35-44	Male	Independent/Other	2	4	0	4	0	Associate degree
R_3FR4OCrQsoSP1Q4	25-34	Male	Strong Democrat	2	4	1	2	2	Bachelor's degree
R_AbQr7cm0GDceuJ3	18-24	Male	Independent/Other	2	5	1	1	4	Some college
R_2wQrzg5eaOBswsd	35-44	Female	Independent/Other	1	5	1	4	1	Some college
R_2dXSwM8JXE9jxK4	25-34	Male	Strong Democrat	1	7	0	1	6	Bachelor's degree
R_114ON0dv7gt0qsM	35-44	Male	Strong Republican	2	3	0	6	3	Some college
R_PFcsd2wW17JM1j3	18-24	Female	Not so strong Democrat	1	5	1	2	3	Some college
R_3RyBrQ4FZvxoVMU	35-44	Female	Republican Leaner	2	4	0	5	1	Some college
R_71CWjXKPxgasNt7	25-34	Male	Strong Democrat	1	7	1	2	5	Associate degree
R_w107zXqNcndmzx7	35-44	Male	Strong Democrat	2	4	0	3	1	Bachelor's degree
R_2ZCxDcWVD6QejUj	25-34	Male	Strong Democrat	1	7	1	1	6	Bachelor's degree
R_V3akgZbUxJHUSg9	18-24	Female	Strong Democrat	3	4	0	4	0	Some college
R_tR30veyxkm5yGM9	55-64	Female	Strong Democrat	4	6	1	2	4	HS diploma or the equivalent
R_w1vi9SrJtrIHuFz	35-44	Male	Independent/Other	2	6	1	4	2	Associate degree
R_2Vwt6Q5x17snWaI	25-34	Male	Strong Democrat	4	3	1	1	2	Bachelor's degree
R_1pWDPsPgYVHLZcW	25-34	Male	Strong Republican	3	6	1	5	1	Associate degree
R_1OiXQqTy1ZR1Pwd	18-24	Male	Strong Democrat	2	4	0	1	3	Some college
R_3RsBFwj3pZ4LDqZ	18-24	Female	Not so strong Republican	3	5	0	6	1	Some college
R_WkSqxoMkrFFWqY1	18-24	Male	Not so strong Republican	3	5	1	5	0	Bachelor's degree
R_3KorA8nuEs2Qt1x	25-34	Female	Strong Democrat	3	4	0	1	3	Master's degree
R_2tnhlxPZGHTVF6W	65-74	Male	Strong Republican	3	2	0	7	5	Master's degree
R_3KraK5VLkPvUWh2	35-44	Female	Not so strong Democrat	1	7	1	2	5	Bachelor's degree
R_2dvbVvN9XiqVYKh	45-54	Female	Not so strong Republican	3	5	1	6	1	Associate degree
R_2t9iFadLcNsGww5	25-34	Male	Strong Democrat	3	2	0	1	1	Bachelor's degree
R_3lKwlQWAbFrGCSv	25-34	Male	Not so strong Democrat	2	5	1	3	2	Bachelor's degree
R_reA2qvF6KNSBbLH	25-34	Female	Republican Leaner	3	6	1	6	0	Associate degree
R_3g6DXaTNGEcULc6	35-44	Male	Not so strong Republican	2	2	0	5	3	Master's degree
R_25Xx0BNLFCHRPsv	25-34	Male	Not so strong Republican	3	5	1	4	1	Bachelor's degree
R_11ZyexgfNwZXu92	25-34	Male	Independent/Other	2	4	0	5	1	HS diploma or the equivalent
R_DriwHGaEY69GISd	25-34	Male	Republican Leaner	2	5	1	4	1	Bachelor's degree
R_2WSyOqDRjyGYJ5p	18-24	Female	Republican Leaner	2	6	1	4	2	HS diploma or the equivalent
R_3g4KCrOkvtXiYQb	18-24	Male	Not so strong Republican	2	5	1	4	1	Bachelor's degree
R_Pt8lcE7aDa7MiLT	18-24	Male	Democrat Leaner	2	6	1	2	4	Associate degree
R_1gvxeeaQ4UZGVqz	35-44	Male	Not so strong Democrat	2	3	0	2	1	Some college
R_D7xnRARZgsC9EHL	35-44	Female	Not so strong Democrat	3	4	0	4	0	Bachelor's degree
R_1IK49dOxWKxPdig	18-24	Female	Strong Democrat	1	7	1	2	5	HS diploma or the equivalent
R_zTpErd3REuTVvPj	25-34	Female	Strong Republican	3	6	1	6	0	Bachelor's degree
R_214itEI6LHuD4Ln	18-24	Male	Not so strong Republican	3	5	1	6	1	Some college
R_22rW2zCUEtnTSyQ	18-24	Male	Not so strong Republican	2	5	0	5	0	Some college
R_1IY4BgUoxq8BdNn	18-24	Female	Strong Republican	3	6	1	7	1	Some college
R_3kKVK0sJscscGUX	18-24	Male	Not so strong Democrat	2	4	0	4	0	Bachelor's degree
R_3KMGWdb8jjtccc4	25-34	Male	Not so strong Democrat	3	4	1	2	2	Some college
R_2qx8lV2aqsYdXIF	35-44	Male	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_1mPhxd5UtfHACjk	25-34	Male	Republican Leaner	3	4	0	5	1	Bachelor's degree
R_1JL7JEVHoideBg1	65-74	Female	Strong Republican	2	4	0	7	3	Bachelor's degree
R_2xYj4iasaJK0OsF	25-34	Male	Strong Democrat	2	4	1	1	3	Bachelor's degree
R_9RByGz4aEcMDXl7	45-54	Female	Strong Democrat	2	4	1	1	3	Bachelor's degree
R_1MY56pznBuk3Mqr	25-34	Male	Independent/Other	1	5	1	4	1	Some college
R_1IrWqtn7ta6O31x	25-34	Male	Not so strong Republican	2	4	1	5	1	Some college
R_1hRKfz1aQx5SWBa	55-64	Female	Strong Democrat	2	6	0	1	5	Some college
R_1jOZgPUyGZQXTC0	35-44	Female	Not so strong Democrat	2	5	0	2	3	Associate degree
R_3MbSh1EIdMFkYn9	25-34	Female	Not so strong Republican	2	5	0	4	1	HS diploma or the equivalent
R_qJ8v5tjRoTh1aet	25-34	Male	Independent/Other	3	6	1	4	2	Bachelor's degree
R_27sw4Otl8TAMZD5	45-54	Male	Strong Republican	1	4	0	7	3	Bachelor's degree
R_3QFzCy0MnTwniiw	35-44	Female	Democrat Leaner	3	5	1	4	1	Some college
R_2zUR8HT2EWAFOnR	25-34	Female	Democrat Leaner	3	6	0	4	2	Bachelor's degree
R_2RNSZ68MMAB8JVR	18-24	Male	Democrat Leaner	2	5	1	1	4	Bachelor's degree
R_2dNgWj7JuurKBpt	35-44	Male	NA	3	6	1	4	2	Some college
R_1PTtOgLYIUKqU0K	25-34	Male	Not so strong Democrat	3	3	1	2	1	Some college
R_1j98s8OSpQUDDv0	25-34	Female	Not so strong Democrat	3	4	1	4	0	Master's degree
R_yUDB1Pzhh3Ih7Q5	18-24	Female	Not so strong Democrat	2	4	0	1	3	Associate degree
R_3PUc6Rcq76ykBXY	35-44	Male	Not so strong Democrat	2	4	0	4	0	Associate degree
R_DHy75md2fIRkvAJ	18-24	Male	Democrat Leaner	2	2	0	2	0	Some college
R_0jPZZBicu9vKaGt	35-44	Female	Strong Republican	4	6	1	6	0	Bachelor's degree
R_OpVpOhJ8sL9r21P	45-54	Male	Strong Democrat	2	5	0	2	3	Bachelor's degree
R_xhBoIx8KfDzt2cV	18-24	Female	Strong Republican	2	4	0	7	3	Associate degree
R_OqjFA3epIoNJy2B	35-44	Female	Strong Democrat	1	7	1	1	6	HS diploma or the equivalent
R_C1ZA1T8SvM6dbH3	35-44	Female	Strong Democrat	1	7	1	1	6	Professional or doctorate degree
R_2774hy92pCr5QPl	55-64	Male	Democrat Leaner	3	3	0	3	0	Some college
R_11i3WynLE1F0fYn	18-24	Female	Strong Democrat	2	3	0	1	2	HS diploma or the equivalent
R_3gZ8yqvIyyNktjK	25-34	Male	Independent/Other	2	5	1	3	2	Bachelor's degree
R_AG2ypnbYMfGCrCx	45-54	Female	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_3O9330y93Akhybp	25-34	Male	Independent/Other	2	5	0	4	1	HS diploma or the equivalent
R_1K7ohYmUI925f9u	35-44	Male	Strong Republican	3	7	1	7	0	Professional or doctorate degree
R_3jSExyEtyI2Qfsy	25-34	Male	Republican Leaner	3	4	1	5	1	Bachelor's degree
R_2WxkNzlOB5iKtAl	45-54	Female	Not so strong Democrat	2	5	1	3	2	Associate degree
R_1pxvjJUMNNparkU	25-34	Female	Strong Democrat	2	4	0	2	2	Bachelor's degree
R_10NoxKAswldoSav	25-34	Female	Not so strong Republican	2	4	0	6	2	Associate degree
R_3iKbLWWAXulNcKY	18-24	Male	Strong Democrat	1	6	1	2	4	Some college
R_3kMKKFRJMxYjcj6	25-34	Male	Democrat Leaner	3	4	0	3	1	Master's degree
R_31mzD5bG5UQLrdx	25-34	Male	Not so strong Republican	3	6	0	1	5	Some college
R_3PC8s5sHg5LgK0K	25-34	Female	Strong Republican	1	3	0	7	4	Some college
R_3QSfPQXNBCYcSa6	25-34	Male	Strong Democrat	3	2	0	1	1	Associate degree
R_2QDslz7YX8txhSR	18-24	Male	Not so strong Republican	2	3	1	5	2	HS diploma or the equivalent
R_1ePNbrFI5xEgJ8V	25-34	Male	Republican Leaner	3	3	1	6	3	Bachelor's degree
R_3k6XFJplB9ek43O	25-34	Male	Not so strong Democrat	2	6	1	4	2	Some college
R_1K2LWb7a1zVMMXr	25-34	Male	Independent/Other	2	4	1	4	0	Some college
R_2EttpslTXiflT2H	25-34	Male	Strong Republican	4	7	0	7	0	Some college
R_Zwt7hdWc75nSKfn	18-24	Female	Strong Democrat	2	3	0	3	0	Bachelor's degree
R_1Fm4W03flklvtVX	45-54	Female	Not so strong Democrat	2	4	0	5	1	Bachelor's degree
R_1r80SOTAMyIiExJ	35-44	Male	NA	2	4	0	5	1	Some college
R_vlczZ9qR9lMOCOd	25-34	Male	Not so strong Democrat	1	6	1	3	3	Bachelor's degree
R_9N4lKmo38xV4jG9	35-44	Male	Not so strong Republican	2	4	0	5	1	Some college
R_1obrVqV0nO61V8M	45-54	Male	Not so strong Democrat	2	6	0	1	5	Some college
R_1FD3qQbK7Rt4Rtx	25-34	Female	Strong Democrat	3	4	1	2	2	Associate degree
R_zUy7zc819udWFjj	35-44	Male	Strong Democrat	2	3	0	2	1	Bachelor's degree
R_1M77VzThfinaoV3	25-34	Female	Democrat Leaner	2	6	1	2	4	Bachelor's degree
R_1eF6h3nyAuYQ3AQ	45-54	Female	Strong Democrat	4	6	1	2	4	Associate degree
R_2tiolLN9BcN8gYR	25-34	Male	Republican Leaner	2	3	0	5	2	Associate degree
R_2UhKnlnrcZcVknG	18-24	Female	Strong Democrat	2	5	1	3	2	Some college
R_21pstudjN2q1fh7	25-34	Female	Democrat Leaner	2	4	0	3	1	Some college
R_1HqmJXK2GisEZwS	25-34	Male	Democrat Leaner	2	5	1	2	3	Some college
R_1outy18kwqL4aRR	25-34	Female	Democrat Leaner	4	2	1	1	1	Some college
R_1jqsvahqmHz71mp	18-24	Male	Not so strong Democrat	2	6	1	3	3	Bachelor's degree
R_1nTOGo6B6JqJfrz	25-34	Male	Independent/Other	2	4	1	4	0	Bachelor's degree
R_1CKDNMLTkRqJ8Rg	25-34	Male	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_2VKeaeBRygy5Kje	25-34	Male	Strong Democrat	2	5	1	2	3	Bachelor's degree
R_2upw9ky9jB0G46o	35-44	Male	Not so strong Democrat	3	4	0	2	2	Associate degree
R_zSxvPaOoxe21SAF	25-34	Male	Strong Democrat	2	6	0	1	5	Some college
R_2amXBxZK9t0ppd6	25-34	Male	Democrat Leaner	2	4	1	2	2	Master's degree
R_1f7rXgLsn0jvJyB	25-34	Female	Strong Democrat	2	7	1	2	5	Associate degree
R_3Rgs18OIfbPHgy7	25-34	Male	Not so strong Republican	3	4	0	5	1	Bachelor's degree
R_3NvXKYLmWO4rTkJ	35-44	Female	Democrat Leaner	2	4	0	3	1	Bachelor's degree
R_2am2kSUQVB2zYj4	45-54	Female	Not so strong Democrat	2	4	1	3	1	HS diploma or the equivalent
R_1mObcFLYBbLMqYV	18-24	Male	Not so strong Democrat	2	4	0	2	2	Some college
R_2EsmFoJ3THNRofC	55-64	Male	Strong Republican	2	2	0	7	5	Bachelor's degree
R_10vc7Rof4uKCFB3	25-34	Female	Strong Democrat	2	6	1	1	5	Some college
R_2c8DWcxiO9QA6gh	25-34	Female	Not so strong Democrat	1	5	1	3	2	Bachelor's degree
R_1LStZt6TgkuJ8Ew	25-34	Male	Independent/Other	2	5	1	5	0	HS diploma or the equivalent
R_3Q7wqSCasOdBbEd	25-34	Female	Strong Democrat	1	6	1	2	4	Associate degree
R_21Aj4mIK9F35h04	25-34	Male	Not so strong Democrat	3	4	1	3	1	Bachelor's degree
R_3gLpWqFNxCARKYs	35-44	Female	Strong Democrat	1	6	1	1	5	Master's degree
R_1C8XSEXv6VWAGq4	25-34	Male	Not so strong Republican	3	5	1	5	0	Associate degree
R_3M4ZTOsohP8qofV	65-74	Female	Strong Republican	2	2	0	7	5	Bachelor's degree
R_3Hn4WBDZeqW7Q7O	35-44	Female	Not so strong Republican	2	1	1	4	3	Bachelor's degree
R_1F3cMWAA9jNl1ru	18-24	Male	Not so strong Republican	3	4	1	6	2	Associate degree
R_239qc5iHxx7foA2	25-34	Male	Democrat Leaner	2	4	1	2	2	Bachelor's degree
R_2zMUTIYoUnSvMWB	55-64	Female	Democrat Leaner	1	6	1	2	4	Associate degree
R_3ncTfXMnbCa07VA	18-24	Male	Independent/Other	2	6	1	4	2	HS diploma or the equivalent
R_12rOo3jKk0qZYmh	55-64	Male	Democrat Leaner	2	7	1	3	4	Master's degree
R_1oiM0WWDijvQCPH	25-34	Male	Not so strong Democrat	3	4	0	3	1	Some college
R_qEFdp4xIAEufE5j	35-44	Female	Strong Democrat	2	4	0	2	2	Bachelor's degree
R_3lxAv8VvR9jSBge	25-34	Male	Strong Democrat	2	4	0	1	3	Some college
R_2XjrGyKYYDr06Ca	25-34	Female	Democrat Leaner	3	3	0	1	2	HS diploma or the equivalent
R_1daCvXfXg1TrwNi	45-54	Female	Not so strong Republican	3	5	1	6	1	HS diploma or the equivalent
R_3k7FsRHW97waKuX	35-44	Female	Independent/Other	1	4	0	4	0	Bachelor's degree
R_qFv77aZg5qT9kVb	25-34	Female	Strong Democrat	3	3	0	1	2	Bachelor's degree
R_1rkvKZ03AjvM5BN	35-44	Male	Democrat Leaner	1	5	0	4	1	Some college
R_2bJcw8lCOzXErJi	25-34	Female	Not so strong Republican	3	4	0	6	2	Professional or doctorate degree
R_ve3Nuak80BsizKh	25-34	Female	Not so strong Republican	3	3	0	5	2	Bachelor's degree
R_3KVno6R7yGtLudl	25-34	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_1eKublWd8wLwafK	25-34	Female	Democrat Leaner	2	4	0	3	1	Some college
R_plshj1z4iZDMBc5	18-24	Female	Not so strong Democrat	2	3	0	2	1	Bachelor's degree
R_2RazXdqnYHYQCnD	25-34	Male	Not so strong Democrat	1	6	1	2	4	Bachelor's degree
R_2427cdLnUSILUcR	35-44	Female	Strong Democrat	2	4	1	2	2	Master's degree
R_ReKA157V4wpiWg9	25-34	Male	Not so strong Democrat	2	4	0	3	1	Some college
R_1mngrNMVoExDlHF	35-44	Female	Strong Democrat	3	4	0	2	2	Master's degree
R_6G2W5mYmZj7FEYx	25-34	Female	Strong Democrat	2	4	0	4	0	Bachelor's degree
R_2QyseudwyaXAdSe	35-44	Male	Not so strong Democrat	2	4	0	2	2	Some college
R_3NP71qwGaErEz98	25-34	Female	Strong Democrat	2	3	0	2	1	Master's degree
R_vH0HGU1UszTkh6F	25-34	Male	Republican Leaner	3	4	1	4	0	Some college
R_6gPSezr3HmCvmtb	35-44	Male	Republican Leaner	2	4	0	4	0	Some college
R_bwpSf0KDo77MtCp	35-44	Male	Independent/Other	3	7	1	4	3	Bachelor's degree
R_3CB2l7FgBXBOiMi	25-34	Male	Independent/Other	3	6	0	4	2	Associate degree
R_7UInnEOLGjrRFWJ	45-54	Female	Strong Republican	4	4	1	4	0	Master's degree
R_1hQ2cIPNHC8WKJT	25-34	Female	Strong Democrat	2	4	0	2	2	Some college
R_1Hk3IKNepcRoXw9	25-34	Male	Democrat Leaner	2	4	1	1	3	Some college
R_2YVVVC6qJdGOkTm	35-44	Male	Strong Democrat	1	7	1	2	5	Professional or doctorate degree
R_1nNEWnofkRa3pbY	25-34	Male	Strong Democrat	2	3	0	1	2	Associate degree
R_3mJfx0cFYElBa25	35-44	Female	Not so strong Democrat	1	7	1	1	6	Some college
R_2xDZcx3q9gXY5sx	18-24	Female	Democrat Leaner	2	5	1	2	3	Some college
R_2cnHTLejFQFcRbn	25-34	Male	Strong Democrat	2	4	0	2	2	Some college
R_22Y8cywhtTkXlT6	25-34	Male	Not so strong Republican	3	6	1	6	0	Master's degree
R_1EcXD3P1QDbQ3TN	35-44	Female	Independent/Other	3	5	1	5	0	Associate degree
R_2s6Y57wRdt42h7q	18-24	Female	Not so strong Democrat	2	3	0	4	1	Associate degree
R_1DS9j2rq2ZYpbb4	25-34	Male	Not so strong Republican	3	5	1	5	0	Associate degree
R_WceC4rwJ6lHLz4R	25-34	Male	Not so strong Republican	3	4	1	6	2	Associate degree
R_73Wjn7thhkxcBnX	25-34	Female	Democrat Leaner	2	3	1	3	0	Some college
R_3KNEnVCUBvo8Mkn	25-34	Male	Not so strong Republican	3	6	1	6	0	Some college
R_3ER0YrEGVpZiSsC	25-34	Male	Not so strong Democrat	2	3	0	2	1	Bachelor's degree
R_3h0h4NooyGc83cE	18-24	Female	Strong Democrat	1	5	1	1	4	Bachelor's degree
R_1NxAmN5xYRR86oB	25-34	Male	Democrat Leaner	3	2	0	4	2	Bachelor's degree
R_3lQTrBxL0gUwg8M	25-34	Female	Not so strong Democrat	4	2	0	2	0	Bachelor's degree
R_2wyvj06R1zVwAJj	25-34	Female	Independent/Other	1	5	1	1	4	Associate degree
R_2vbMDagFv3W4dto	35-44	Male	Not so strong Republican	2	2	1	5	3	Bachelor's degree
R_xr3IU8WYISqz5XH	25-34	Male	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_2VqC48zheaI7DP1	25-34	Female	Not so strong Democrat	2	5	0	4	1	Bachelor's degree
R_3WbZCcwRRNRq60p	25-34	Female	Strong Democrat	1	6	1	2	4	Bachelor's degree
R_XM1kfnzcpAbFfJ7	18-24	Female	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_23VNnpVbLcwNz8f	25-34	Male	Democrat Leaner	2	5	1	3	2	Some college
R_Z99qwQ1yyMsCk81	25-34	Male	Strong Democrat	2	6	1	1	5	Bachelor's degree
R_3Lec9k1BfxlgZsf	35-44	Female	Not so strong Democrat	2	5	0	4	1	Master's degree
R_2yeXdMyL6PHB5pu	25-34	Male	Republican Leaner	2	5	1	5	0	Master's degree
R_21H7nHGMZSscWe2	35-44	Male	Democrat Leaner	1	7	1	2	5	Bachelor's degree
R_1oj6qX6lvOaj0bh	25-34	Female	Democrat Leaner	2	4	1	4	0	Bachelor's degree
R_2PyYbtRe1Y1CuSa	35-44	Male	Strong Democrat	3	4	0	1	3	Master's degree
R_ZJmOwvKESh1Yt9v	25-34	Female	Not so strong Republican	3	3	1	6	3	Associate degree
R_3Jgijy9VtmK3XEJ	25-34	Male	Strong Republican	3	4	0	6	2	Bachelor's degree
R_2c5iz1Bzsev1Tbx	18-24	Female	Strong Democrat	3	3	0	2	1	Bachelor's degree
R_1NxpJUf9493l0Sy	18-24	Female	Strong Democrat	2	4	0	2	2	Bachelor's degree
R_1DImAhRTVCREee6	55-64	Female	Strong Democrat	3	6	1	1	5	Bachelor's degree
R_1CjY3Ti48BvdkDO	45-54	Female	Democrat Leaner	3	4	0	5	1	Some college
R_3EPTVb3RxiGqxDi	35-44	Male	Not so strong Democrat	1	7	0	1	6	HS diploma or the equivalent
